"severity","issueId","issueDescription","wcagConformance","url","context","howToFix","axeImpact","xpath","learnMore"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/63.html"" role=""link"">                Anchor tag with href to page 63            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""63.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/64.html"" role=""link"">                Anchor tag with href to page 64            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""64.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/65.html"" role=""link"">                Anchor tag with href to page 65            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""65.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/66.html"" role=""link"">                Anchor tag with href to page 66            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""66.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/67.html"" role=""link"">                Anchor tag with href to page 67            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""67.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/68.html"" role=""link"">                Anchor tag with href to page 68            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""68.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/69.html"" role=""link"">                Anchor tag with href to page 69            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""69.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/70.html"" role=""link"">                Anchor tag with href to page 70            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""70.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/71.html"" role=""link"">                Anchor tag with href to page 71            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""71.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/72.html"" role=""link"">                Anchor tag with href to page 72            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""72.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/73.html"" role=""link"">                Anchor tag with href to page 73            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""73.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/74.html"" role=""link"">                Anchor tag with href to page 74            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""74.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/75.html"" role=""link"">                Anchor tag with href to page 75            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""75.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/76.html"" role=""link"">                Anchor tag with href to page 76            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""76.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/77.html"" role=""link"">                Anchor tag with href to page 77            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""77.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/78.html"" role=""link"">                Anchor tag with href to page 78            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""78.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/79.html"" role=""link"">                Anchor tag with href to page 79            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""79.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/80.html"" role=""link"">                Anchor tag with href to page 80            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""80.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/81.html"" role=""link"">                Anchor tag with href to page 81            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""81.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/82.html"" role=""link"">                Anchor tag with href to page 82            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""82.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/83.html"" role=""link"">                Anchor tag with href to page 83            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""83.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/84.html"" role=""link"">                Anchor tag with href to page 84            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""84.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/85.html"" role=""link"">                Anchor tag with href to page 85            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""85.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/86.html"" role=""link"">                Anchor tag with href to page 86            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""86.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/87.html"" role=""link"">                Anchor tag with href to page 87            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""87.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/88.html"" role=""link"">                Anchor tag with href to page 88            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""88.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/89.html"" role=""link"">                Anchor tag with href to page 89            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""89.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"mustFix","target-size","All touch targets must be 24px large, or leave sufficient space","wcag22aa,wcag258","http://0.0.0.0:8000/","<a id=""anchor-tag-with-href"" href=""/90.html"" role=""link"">                Anchor tag with href to page 90            </a>","Fix any of the following:   Target has insufficient size (1904px by 18.5px, should be at least 24px by 24px)   Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 13px instead of at least 24px.","serious","a[href$=""90.html""]","https://dequeuniversity.com/rules/axe/4.9/target-size?application=purple-a11y"
"goodToFix","region","All page content should be contained by landmarks","best-practice","http://0.0.0.0:8000/","<table border=""1"">","Fix any of the following:   Some page content is not contained by landmarks","moderate","table","https://dequeuniversity.com/rules/axe/4.9/region?application=purple-a11y"
"goodToFix","region","All page content should be contained by landmarks","best-practice","http://0.0.0.0:8000/","<p>*Note for devs: To ensure this website only has ~100 pages, when adding more test cases, please remove links from        the ""More anchor tags"" section accordingly, &amp; update sitemaps accordingly if needed</p>","Fix any of the following:   Some page content is not contained by landmarks","moderate","p","https://dequeuniversity.com/rules/axe/4.9/region?application=purple-a11y"
